"MeterID";"Zone";"ConsumerType";"Date";"EnergyConsumed_kWh";"PeakUsage_kWh";"OutageMinutes";"MeterStatus";"TariffRate"
"M03908";"North";"Industrial";"2026-11-09";267.77;38.59;155;"Faulty";7.39
"M03909";"South";"Industrial";"2026-05-19";828.52;11.82;27;"Active";4.33
"M03910";"Central";"Industrial";"2026-01-22";311.82;23.29;14;"Active";5.66
"M03911";"South";"Commercial";"2026-12-07";646.37;37.19;261;"Active";4.6
"M03912";"Central";"Industrial";"2024-05-29";467.61;9.79;199;"Faulty";7.44
"M03913";"East";"Residential";"2024-05-29";916.86;31.3;43;"Faulty";7.1
"M03914";"East";"Industrial";"2022-07-17";212.2;14.85;288;"Active";3.74
"M03915";"North";"Industrial";"2024-01-09";876.47;13.52;238;"Active";4.95
"M03916";"East";"Industrial";"2024-01-05";645.02;23.26;138;"Faulty";5.73
"M03917";"Central";"Industrial";"2022-11-21";114.62;28.59;242;"Active";3.41
"M03918";"West";"Commercial";"2026-07-12";396.18;47.7;286;"Active";4.23
"M03919";"West";"Commercial";"2023-03-02";906.65;46.17;113;"Active";4.48
"M03920";"South";"Commercial";"2025-05-09";121.29;9.28;135;"Active";6.43
"M03921";"Central";"Residential";"2024-12-08";950.43;22.95;236;"Active";3.17
"M03922";"West";"Residential";"2025-02-01";281.83;5.81;63;"Active";4.9
"M03923";"West";"Industrial";"2026-02-22";921.75;39.37;95;"Faulty";5.82
"M03924";"South";"Industrial";"2022-11-11";143.88;21.05;125;"Active";3.28
"M03925";"Central";"Residential";"2026-09-28";163.76;40.57;59;"Active";4.28
"M03926";"Central";"Commercial";"2023-05-17";888.83;32.15;283;"Faulty";5.75
"M03927";"Central";"Industrial";"2026-06-03";886.05;42.42;280;"Active";6.06
"M03928";"West";"Commercial";"2025-04-28";997.27;33.87;95;"Active";5.61
"M03929";"South";"Industrial";"2026-10-15";873.99;6.06;281;"Faulty";7.36
"M03930";"South";"Industrial";"2026-09-22";631.53;38.08;177;"Faulty";6.64
"M03931";"East";"Residential";"2024-11-25";666.92;46.82;126;"Active";3.47
"M03932";"South";"Industrial";"2023-11-08";703.22;41.99;147;"Faulty";4.98
"M03933";"East";"Residential";"2026-04-26";691.85;47.39;244;"Faulty";5.46
"M03934";"South";"Residential";"2023-12-13";117.17;32.92;20;"Active";4.32
"M03935";"West";"Industrial";"2024-07-15";325.49;15.94;210;"Faulty";4.19
"M03936";"North";"Commercial";"2023-07-31";242.22;48.42;231;"Faulty";7.9
"M03937";"Central";"Industrial";"2026-04-11";873.31;6.5;177;"Active";5.14
"M03938";"North";"Residential";"2024-01-04";828.81;46.35;99;"Active";5.42
"M03939";"South";"Residential";"2022-04-17";523.3;29.72;263;"Active";3.69
"M03940";"North";"Commercial";"2022-09-25";449.56;21.04;81;"Active";7.44
"M03941";"South";"Commercial";"2023-08-08";508.27;49.22;122;"Faulty";6.77
"M03942";"South";"Industrial";"2024-05-11";935.19;9.01;254;"Active";7.24
"M03943";"Central";"Industrial";"2023-07-21";378.07;38.58;147;"Active";4.79
"M03944";"Central";"Industrial";"2023-07-09";741.72;46.19;175;"Faulty";3.95
"M03945";"West";"Commercial";"2023-12-17";342.42;44.26;107;"Faulty";4.82
"M03946";"Central";"Commercial";"2023-01-28";427.93;24.42;21;"Active";3.12
"M03947";"Central";"Commercial";"2026-07-23";640.28;29.71;63;"Faulty";7.21
"M03948";"South";"Commercial";"2022-06-25";615.79;36.21;80;"Active";7.39
"M03949";"South";"Commercial";"2025-07-23";511.5;41.99;31;"Faulty";4.71
"M03950";"West";"Residential";"2022-05-19";454.23;20.73;288;"Active";6.0
"M03951";"Central";"Residential";"2023-06-20";469.76;7.08;229;"Active";7.74
"M03952";"West";"Commercial";"2026-02-01";542.13;22.34;70;"Faulty";7.51
"M03953";"East";"Residential";"2026-11-25";416.77;37.82;146;"Active";3.8
"M03954";"North";"Commercial";"2023-01-21";213.47;18.2;126;"Active";6.42
"M03955";"South";"Industrial";"2022-07-01";715.42;14.9;90;"Active";7.71
"M03956";"East";"Residential";"2023-03-27";768.31;16.54;167;"Faulty";6.78
"M03957";"North";"Residential";"2024-07-12";144.53;46.92;250;"Faulty";7.78
"M03958";"South";"Industrial";"2024-11-09";328.13;28.25;103;"Faulty";7.18
"M03959";"West";"Residential";"2023-12-05";466.91;9.6;255;"Active";6.81
"M03960";"Central";"Commercial";"2022-02-07";184.6;38.25;187;"Active";7.7
"M03961";"North";"Commercial";"2022-08-31";120.25;37.62;10;"Faulty";5.34
"M03962";"South";"Industrial";"2025-12-19";824.14;46.13;130;"Active";5.95
"M03963";"West";"Commercial";"2023-12-25";955.39;49.97;214;"Active";4.73
"M03964";"East";"Industrial";"2022-10-17";528.25;25.76;231;"Active";5.2
"M03965";"East";"Residential";"2026-09-23";332.04;10.04;274;"Active";7.3
"M03966";"Central";"Industrial";"2023-08-02";533.0;34.79;101;"Active";6.47
"M03967";"West";"Commercial";"2023-07-27";259.63;16.12;245;"Active";5.42
"M03968";"West";"Residential";"2024-12-14";894.62;8.84;57;"Faulty";7.55
"M03969";"East";"Industrial";"2023-10-11";521.63;22.19;113;"Faulty";7.9
"M03970";"South";"Residential";"2026-10-04";112.33;46.46;21;"Active";4.06
"M03971";"West";"Commercial";"2023-06-18";676.49;23.47;147;"Active";3.08
"M03972";"East";"Residential";"2026-06-16";621.92;11.43;182;"Active";7.87
"M03973";"East";"Industrial";"2025-02-12";429.32;23.36;42;"Active";3.58
"M03974";"Central";"Commercial";"2023-08-29";102.72;31.94;211;"Active";6.01
"M03975";"West";"Residential";"2026-06-02";344.54;20.0;22;"Faulty";3.09
"M03976";"West";"Industrial";"2025-09-15";747.55;19.34;164;"Active";4.37
"M03977";"East";"Commercial";"2022-08-02";508.6;44.84;196;"Faulty";6.85
"M03978";"West";"Commercial";"2025-03-04";515.4;23.0;5;"Active";4.41
"M03979";"Central";"Commercial";"2026-07-13";203.07;24.43;298;"Active";7.88
"M03980";"Central";"Commercial";"2024-09-30";374.43;23.39;94;"Faulty";7.34
"M03981";"Central";"Residential";"2024-03-11";561.14;29.31;85;"Active";5.47
"M03982";"South";"Commercial";"2025-07-23";108.72;28.51;50;"Faulty";5.76
"M03983";"North";"Commercial";"2025-11-17";328.73;5.62;106;"Faulty";7.69
"M03984";"West";"Commercial";"2025-08-11";704.9;37.69;177;"Faulty";3.23
"M03985";"West";"Industrial";"2023-05-13";384.73;24.53;6;"Active";5.74
"M03986";"North";"Residential";"2022-12-21";840.57;27.95;1;"Faulty";7.98
"M03987";"East";"Industrial";"2024-11-08";543.25;13.49;130;"Faulty";8.0
"M03988";"South";"Industrial";"2023-11-01";974.01;18.02;213;"Faulty";6.76
"M03989";"West";"Commercial";"2023-05-11";958.15;49.69;135;"Active";6.27
"M03990";"Central";"Industrial";"2023-02-21";715.72;42.55;42;"Faulty";5.89
"M03991";"East";"Industrial";"2026-02-08";702.95;15.16;18;"Faulty";4.29
"M03992";"Central";"Residential";"2022-02-04";702.53;10.4;112;"Active";5.51
"M03993";"East";"Residential";"2023-05-25";374.47;11.95;209;"Faulty";3.21
"M03994";"North";"Industrial";"2024-10-03";747.43;24.24;126;"Faulty";4.63
"M03995";"North";"Commercial";"2023-10-30";825.97;16.88;189;"Faulty";5.28
"M03996";"South";"Residential";"2023-07-15";578.63;36.03;267;"Active";6.61
"M03997";"South";"Residential";"2023-05-12";713.09;6.45;66;"Faulty";6.84
"M03998";"East";"Commercial";"2024-11-16";704.53;7.18;275;"Active";5.56
"M03999";"East";"Commercial";"2024-01-08";950.68;22.96;149;"Faulty";4.97
"M04000";"Central";"Industrial";"2022-08-31";206.41;45.03;132;"Faulty";7.61
"M04001";"South";"Residential";"2026-10-09";281.73;10.87;78;"Active";6.63
"M04002";"North";"Commercial";"2022-01-03";185.16;35.42;245;"Active";7.89
"M04003";"South";"Commercial";"2024-01-31";935.26;33.44;136;"Faulty";3.2
"M04004";"West";"Commercial";"2023-12-21";292.32;37.65;197;"Active";7.43
"M04005";"East";"Industrial";"2023-10-03";456.33;25.58;34;"Faulty";6.76
"M04006";"North";"Residential";"2022-06-25";612.74;40.78;238;"Faulty";4.05
"M04007";"East";"Industrial";"2026-09-13";788.85;43.01;100;"Active";6.76
"M04008";"West";"Industrial";"2022-02-28";722.53;42.07;263;"Active";4.41
"M04009";"North";"Residential";"2022-10-02";238.05;6.14;132;"Active";5.07
"M04010";"Central";"Commercial";"2022-06-18";481.03;48.23;108;"Faulty";7.56
"M04011";"West";"Industrial";"2024-01-21";237.64;18.48;214;"Faulty";7.64
"M04012";"Central";"Commercial";"2025-09-04";812.06;27.45;66;"Active";7.48
"M04013";"East";"Industrial";"2023-05-12";574.83;5.35;193;"Faulty";6.49
"M04014";"Central";"Industrial";"2026-03-23";843.22;47.56;66;"Faulty";4.38
"M04015";"East";"Residential";"2022-12-17";189.82;45.41;282;"Active";4.55
"M04016";"West";"Residential";"2025-07-17";193.41;46.62;25;"Active";3.12
"M04017";"Central";"Industrial";"2023-11-05";260.36;40.03;154;"Faulty";7.83
"M04018";"Central";"Residential";"2025-09-23";159.31;18.64;29;"Active";3.82
"M04019";"Central";"Residential";"2026-05-17";907.76;10.18;101;"Active";7.91
"M04020";"North";"Industrial";"2024-12-26";596.25;39.88;295;"Active";7.47
"M04021";"North";"Commercial";"2023-03-28";223.73;13.27;85;"Faulty";5.43
"M04022";"South";"Commercial";"2025-03-24";449.76;15.73;55;"Active";5.98
"M04023";"South";"Commercial";"2025-09-21";753.89;39.65;218;"Active";5.98
"M04024";"Central";"Residential";"2024-06-10";693.79;37.73;87;"Active";4.78
"M04025";"Central";"Commercial";"2024-09-24";524.3;47.58;45;"Active";7.01
"M04026";"North";"Industrial";"2023-02-18";930.39;45.02;297;"Faulty";7.74
"M04027";"East";"Industrial";"2024-05-01";929.47;16.76;188;"Faulty";6.59
"M04028";"South";"Residential";"2024-11-01";685.68;28.59;298;"Faulty";3.78
"M04029";"West";"Residential";"2025-06-15";232.25;45.71;201;"Faulty";3.84
"M04030";"North";"Commercial";"2022-08-09";563.33;25.04;253;"Faulty";3.5
"M04031";"East";"Residential";"2022-02-09";536.42;44.76;45;"Active";5.07
"M04032";"West";"Commercial";"2023-11-16";346.4;49.55;247;"Active";5.4
"M04033";"East";"Commercial";"2024-02-15";157.42;39.39;28;"Faulty";7.67
"M04034";"East";"Industrial";"2026-08-09";593.94;36.71;64;"Active";7.75
"M04035";"West";"Industrial";"2024-12-13";410.11;5.42;8;"Faulty";6.66
"M04036";"North";"Industrial";"2026-08-27";258.14;25.06;112;"Faulty";3.3
"M04037";"Central";"Residential";"2022-02-27";374.74;16.84;241;"Faulty";4.95
"M04038";"East";"Residential";"2024-01-01";385.9;26.52;187;"Active";5.58
"M04039";"South";"Commercial";"2026-10-17";691.87;36.46;299;"Faulty";7.8
"M04040";"South";"Residential";"2026-04-02";362.33;30.28;252;"Faulty";4.38
"M04041";"North";"Industrial";"2024-12-20";149.25;47.09;106;"Active";5.86
"M04042";"North";"Commercial";"2023-02-08";650.76;39.56;54;"Active";6.05
"M04043";"Central";"Industrial";"2025-10-11";816.89;32.19;67;"Active";4.17
"M04044";"Central";"Industrial";"2023-12-19";180.18;16.35;284;"Active";6.63
"M04045";"East";"Residential";"2026-03-12";284.62;25.39;132;"Active";6.43
"M04046";"West";"Commercial";"2024-04-10";132.16;46.91;175;"Active";6.56
"M04047";"South";"Industrial";"2022-03-11";844.5;15.58;192;"Faulty";3.43
"M04048";"East";"Commercial";"2022-03-08";547.92;5.13;88;"Active";4.41
"M04049";"North";"Residential";"2025-02-02";598.08;30.08;240;"Faulty";6.07
"M04050";"North";"Industrial";"2025-12-29";753.3;35.89;300;"Active";6.56
"M04051";"North";"Industrial";"2024-03-16";785.57;19.34;107;"Active";5.42
"M04052";"Central";"Residential";"2025-08-14";697.01;12.84;179;"Active";6.2
"M04053";"East";"Residential";"2025-01-14";290.76;44.93;37;"Faulty";6.5
"M04054";"South";"Residential";"2022-05-25";550.11;35.86;138;"Faulty";3.42
"M04055";"West";"Commercial";"2024-07-07";357.66;37.26;181;"Faulty";7.23
"M04056";"South";"Industrial";"2024-10-21";105.59;19.95;97;"Active";4.2
"M04057";"West";"Commercial";"2022-02-11";215.74;30.58;110;"Active";5.6
"M04058";"North";"Residential";"2024-05-21";554.24;21.35;111;"Faulty";6.09
"M04059";"North";"Commercial";"2026-02-11";681.03;6.58;173;"Faulty";3.59
"M04060";"East";"Residential";"2024-02-11";353.36;40.79;246;"Faulty";6.07
"M04061";"South";"Residential";"2023-03-23";333.2;36.62;206;"Active";4.74
"M04062";"East";"Industrial";"2022-07-28";834.44;16.09;203;"Active";7.79
"M04063";"Central";"Residential";"2024-02-27";692.07;44.35;61;"Faulty";3.56
"M04064";"North";"Commercial";"2025-06-04";789.0;21.03;287;"Active";7.2
"M04065";"East";"Industrial";"2026-02-18";949.89;33.02;241;"Active";3.03
"M04066";"South";"Residential";"2023-06-02";639.06;43.5;8;"Faulty";4.55
"M04067";"South";"Residential";"2023-07-20";917.3;28.47;123;"Active";7.42
"M04068";"East";"Industrial";"2024-05-09";506.9;29.11;50;"Active";5.61
"M04069";"Central";"Commercial";"2025-12-14";296.22;19.33;300;"Faulty";4.72
"M04070";"South";"Industrial";"2025-09-11";846.81;22.46;130;"Faulty";5.84
"M04071";"West";"Industrial";"2025-07-20";694.94;7.66;286;"Active";5.69
"M04072";"West";"Commercial";"2026-03-14";452.14;7.39;256;"Active";5.06
"M04073";"North";"Residential";"2023-11-16";372.65;31.78;267;"Faulty";3.28
"M04074";"North";"Residential";"2024-09-05";688.33;27.5;254;"Active";6.99
"M04075";"East";"Residential";"2024-12-24";390.6;38.12;71;"Active";4.41
"M04076";"West";"Residential";"2022-09-21";226.69;43.86;222;"Faulty";3.32
"M04077";"South";"Industrial";"2022-05-08";445.54;27.29;26;"Faulty";6.1
"M04078";"West";"Commercial";"2026-03-25";844.56;8.73;18;"Active";3.61
"M04079";"West";"Industrial";"2026-01-16";103.99;26.84;76;"Active";3.38
"M04080";"East";"Residential";"2022-05-03";723.92;35.33;36;"Faulty";3.74
"M04081";"North";"Industrial";"2025-10-05";499.2;30.06;31;"Active";4.15
"M04082";"West";"Industrial";"2022-04-07";716.75;31.77;24;"Faulty";3.74
"M04083";"North";"Industrial";"2026-05-03";966.02;41.12;218;"Faulty";6.22
"M04084";"North";"Residential";"2022-11-17";820.49;26.5;288;"Faulty";3.21
"M04085";"South";"Residential";"2022-11-06";775.31;9.19;277;"Active";3.82
"M04086";"West";"Commercial";"2023-07-06";177.83;16.82;53;"Faulty";3.8
"M04087";"South";"Commercial";"2022-08-16";608.35;19.55;114;"Faulty";5.7
"M04088";"East";"Industrial";"2022-11-12";123.89;9.54;91;"Faulty";3.74
"M04089";"North";"Industrial";"2023-12-30";764.84;36.96;46;"Faulty";6.62
"M04090";"Central";"Industrial";"2022-04-06";459.95;17.3;250;"Faulty";4.92
"M04091";"East";"Commercial";"2022-07-25";609.37;37.97;40;"Active";4.71
"M04092";"South";"Commercial";"2024-08-25";211.39;30.03;273;"Faulty";6.83
"M04093";"East";"Industrial";"2026-08-07";612.27;16.42;279;"Active";4.65
"M04094";"North";"Residential";"2025-09-20";190.03;23.68;52;"Active";7.31
"M04095";"East";"Residential";"2026-01-02";184.16;7.81;73;"Faulty";4.52
"M04096";"East";"Residential";"2023-03-09";795.19;23.98;11;"Faulty";6.73
"M04097";"West";"Industrial";"2024-04-19";512.79;15.64;229;"Faulty";3.64
"M04098";"East";"Commercial";"2025-04-21";467.88;10.59;57;"Active";6.05
"M04099";"Central";"Industrial";"2024-05-22";357.86;35.72;286;"Faulty";6.32
"M04100";"Central";"Residential";"2025-01-25";173.44;41.65;199;"Active";3.42
"M04101";"East";"Commercial";"2024-11-30";220.04;44.15;238;"Active";4.21
"M04102";"East";"Commercial";"2024-05-12";384.02;9.02;154;"Active";5.03
"M04103";"Central";"Commercial";"2026-11-10";919.61;5.35;212;"Faulty";6.73
"M04104";"Central";"Commercial";"2026-12-23";514.85;29.36;266;"Faulty";7.9
"M04105";"South";"Industrial";"2025-06-15";572.13;29.4;43;"Faulty";5.46
"M04106";"North";"Industrial";"2025-03-11";354.62;49.27;166;"Active";6.12
"M04107";"West";"Industrial";"2022-09-18";128.39;19.53;67;"Active";5.84
"M04108";"West";"Industrial";"2023-06-23";786.28;18.95;94;"Active";3.75
"M04109";"South";"Industrial";"2025-06-29";304.11;9.19;23;"Faulty";5.83
"M04110";"Central";"Industrial";"2026-09-09";652.6;33.68;248;"Faulty";6.2
"M04111";"East";"Industrial";"2022-10-01";777.14;12.51;300;"Active";6.13
"M04112";"South";"Commercial";"2025-12-21";729.15;7.58;31;"Faulty";5.53
"M04113";"West";"Commercial";"2026-08-06";811.88;29.52;254;"Faulty";3.68
"M04114";"South";"Commercial";"2022-03-10";879.85;44.85;244;"Faulty";7.41
"M04115";"Central";"Residential";"2023-06-19";123.38;31.35;287;"Faulty";6.44
"M04116";"North";"Commercial";"2022-10-23";414.52;34.65;236;"Faulty";7.45
"M04117";"Central";"Commercial";"2026-02-19";100.98;34.8;212;"Faulty";5.63
"M04118";"North";"Residential";"2022-10-22";518.14;23.02;170;"Active";7.29
"M04119";"East";"Commercial";"2024-11-04";345.07;23.96;221;"Faulty";3.76
"M04120";"South";"Commercial";"2026-03-04";121.55;40.66;242;"Active";4.27
"M04121";"Central";"Industrial";"2022-05-27";362.63;35.97;193;"Faulty";3.7
"M04122";"South";"Residential";"2026-04-30";421.2;13.21;169;"Faulty";4.13
"M04123";"West";"Commercial";"2025-10-28";692.47;5.57;78;"Active";5.88
"M04124";"Central";"Residential";"2022-01-31";703.73;17.88;12;"Faulty";3.25
"M04125";"South";"Commercial";"2022-07-28";122.72;48.36;254;"Active";4.84
"M04126";"West";"Commercial";"2024-11-13";952.93;30.9;34;"Faulty";5.41
"M04127";"East";"Industrial";"2026-01-23";241.58;48.62;66;"Active";4.69
"M04128";"North";"Industrial";"2025-07-06";341.61;20.97;192;"Active";3.64
"M04129";"South";"Industrial";"2022-02-19";614.45;40.83;75;"Faulty";5.66
"M04130";"South";"Industrial";"2022-04-30";129.1;5.68;35;"Faulty";4.95
"M04131";"South";"Industrial";"2022-12-09";180.97;44.81;86;"Faulty";6.66
"M04132";"West";"Commercial";"2023-10-14";119.46;15.93;9;"Active";5.5
"M04133";"Central";"Residential";"2022-04-26";916.71;22.7;8;"Faulty";4.19
"M04134";"South";"Commercial";"2023-02-01";282.29;42.26;23;"Active";7.15
"M04135";"West";"Industrial";"2024-08-17";104.39;22.63;76;"Faulty";7.61
"M04136";"South";"Residential";"2026-12-06";981.67;20.52;109;"Faulty";6.88
"M04137";"Central";"Residential";"2023-10-14";230.47;35.05;82;"Faulty";7.9
"M04138";"Central";"Residential";"2024-09-22";111.08;43.24;300;"Active";5.61
"M04139";"East";"Industrial";"2026-08-20";652.7;30.75;148;"Active";6.66
"M04140";"South";"Residential";"2026-03-23";403.77;24.51;229;"Faulty";4.08
"M04141";"South";"Residential";"2023-09-14";102.3;41.99;205;"Faulty";6.22
"M04142";"North";"Commercial";"2022-07-02";829.17;35.77;225;"Active";5.42
"M04143";"South";"Residential";"2022-06-04";616.23;17.95;149;"Faulty";3.26
"M04144";"North";"Commercial";"2025-11-08";682.69;27.67;23;"Faulty";6.1
"M04145";"East";"Commercial";"2024-11-07";619.7;17.65;264;"Faulty";6.82
"M04146";"North";"Commercial";"2022-12-25";226.0;43.54;71;"Active";7.74
"M04147";"West";"Residential";"2024-01-27";186.62;35.16;232;"Faulty";3.18
"M04148";"Central";"Industrial";"2023-08-05";685.75;18.32;18;"Active";5.63
"M04149";"East";"Commercial";"2025-07-08";818.43;29.91;44;"Active";3.6
"M04150";"Central";"Commercial";"2025-12-12";207.8;25.83;201;"Active";3.02
"M04151";"South";"Residential";"2023-04-27";579.92;18.4;108;"Active";7.3
"M04152";"North";"Residential";"2022-01-21";793.33;21.0;185;"Active";7.07
"M04153";"West";"Residential";"2025-01-07";811.48;31.8;218;"Faulty";3.08
"M04154";"West";"Commercial";"2026-11-13";419.06;19.02;162;"Active";3.64
"M04155";"Central";"Commercial";"2022-03-07";560.35;46.63;227;"Active";5.05
"M04156";"North";"Residential";"2026-09-14";357.99;15.39;2;"Faulty";3.96
"M04157";"South";"Commercial";"2023-02-08";391.33;29.01;253;"Faulty";7.69
"M04158";"West";"Commercial";"2026-07-28";144.91;20.73;133;"Faulty";3.09
"M04159";"West";"Residential";"2022-03-05";718.11;37.77;38;"Active";7.81
"M04160";"East";"Commercial";"2026-07-24";910.15;38.86;260;"Active";7.22
"M04161";"North";"Industrial";"2026-04-26";498.1;20.86;31;"Faulty";6.99
"M04162";"South";"Residential";"2022-07-31";848.89;49.68;30;"Active";7.25
"M04163";"East";"Commercial";"2023-04-22";346.73;32.72;106;"Active";4.79
"M04164";"South";"Industrial";"2022-12-04";340.09;32.13;101;"Faulty";5.39
"M04165";"West";"Residential";"2023-11-01";164.9;25.29;116;"Faulty";3.76
"M04166";"North";"Industrial";"2024-11-12";965.88;8.8;248;"Faulty";6.45
"M04167";"West";"Residential";"2026-09-25";354.48;16.26;233;"Faulty";6.13
"M04168";"North";"Residential";"2025-08-13";206.78;40.67;50;"Active";3.09
"M04169";"South";"Industrial";"2023-06-04";969.07;12.13;296;"Faulty";5.06
"M04170";"Central";"Industrial";"2022-03-16";310.54;33.93;179;"Active";3.92
"M04171";"East";"Residential";"2023-08-02";730.98;7.63;43;"Faulty";5.07
"M04172";"South";"Industrial";"2024-05-18";583.54;15.78;94;"Faulty";5.96
"M04173";"South";"Residential";"2023-08-04";130.17;11.21;102;"Faulty";6.95
"M04174";"South";"Residential";"2025-12-24";198.48;9.51;121;"Active";4.89
"M04175";"East";"Industrial";"2024-06-22";876.74;13.26;72;"Active";7.67
"M04176";"East";"Commercial";"2023-02-24";384.8;27.84;42;"Faulty";3.15
"M04177";"Central";"Residential";"2025-11-21";322.69;15.37;42;"Faulty";5.08
"M04178";"North";"Industrial";"2023-12-17";295.16;22.31;256;"Faulty";7.26
"M04179";"South";"Residential";"2023-04-05";118.97;48.7;85;"Faulty";4.83
"M04180";"West";"Industrial";"2026-10-27";891.15;12.8;34;"Active";6.94
"M04181";"Central";"Residential";"2023-11-19";257.81;6.56;192;"Faulty";4.62
"M04182";"West";"Residential";"2026-05-17";208.3;6.04;118;"Active";7.43
"M04183";"Central";"Commercial";"2023-07-28";310.27;44.89;244;"Faulty";7.91
"M04184";"East";"Residential";"2023-04-18";395.41;9.15;40;"Faulty";3.73
"M04185";"East";"Industrial";"2025-01-15";717.03;34.16;151;"Faulty";4.08
"M04186";"North";"Residential";"2022-07-03";173.58;26.71;273;"Active";3.43
"M04187";"East";"Residential";"2023-02-10";961.55;36.5;149;"Faulty";5.35
"M04188";"West";"Industrial";"2026-02-11";779.65;7.45;218;"Active";7.07
"M04189";"Central";"Commercial";"2023-10-03";546.33;33.5;292;"Faulty";3.56
"M04190";"East";"Residential";"2023-07-29";722.33;9.03;249;"Active";5.15
"M04191";"South";"Commercial";"2022-10-19";277.18;35.58;292;"Active";7.94
"M04192";"West";"Residential";"2022-05-01";813.96;11.2;188;"Active";7.22
"M04193";"East";"Commercial";"2024-05-22";896.62;21.71;126;"Faulty";3.2
"M04194";"Central";"Industrial";"2026-03-14";165.24;13.86;181;"Active";5.05
"M04195";"West";"Residential";"2023-04-30";728.0;22.51;219;"Active";3.5
"M04196";"North";"Residential";"2026-04-28";891.69;29.95;235;"Faulty";7.4
"M04197";"Central";"Commercial";"2023-10-17";403.58;19.06;163;"Active";6.03
"M04198";"West";"Commercial";"2022-08-25";800.64;39.83;195;"Active";6.12
"M04199";"South";"Industrial";"2026-09-11";723.11;36.88;152;"Faulty";5.81
"M04200";"Central";"Residential";"2026-01-06";182.67;24.16;11;"Active";3.9
"M04201";"East";"Commercial";"2026-01-21";195.55;7.65;10;"Active";7.38
"M04202";"West";"Residential";"2022-01-11";973.84;23.11;271;"Faulty";4.49
"M04203";"East";"Residential";"2022-10-10";432.99;45.06;275;"Faulty";3.44
"M04204";"West";"Residential";"2023-04-08";342.76;18.74;16;"Active";4.63
"M04205";"West";"Industrial";"2022-11-06";853.69;43.56;216;"Active";6.72
"M04206";"North";"Residential";"2026-09-08";756.45;41.5;100;"Faulty";7.67
"M04207";"East";"Residential";"2026-05-21";156.19;6.7;288;"Faulty";7.46
"M04208";"West";"Commercial";"2025-01-29";450.12;24.72;0;"Faulty";4.5
"M04209";"North";"Residential";"2024-09-06";739.74;29.32;219;"Faulty";3.13
"M04210";"Central";"Industrial";"2026-09-15";417.04;36.27;299;"Faulty";4.43
"M04211";"West";"Residential";"2025-03-06";448.83;38.03;268;"Faulty";4.39
"M04212";"North";"Residential";"2023-03-06";303.48;11.72;127;"Faulty";5.89
"M04213";"North";"Industrial";"2025-04-30";130.36;37.87;249;"Faulty";4.21
"M04214";"West";"Residential";"2024-09-11";172.8;35.32;69;"Faulty";3.93
"M04215";"East";"Residential";"2026-06-17";661.85;31.55;245;"Active";4.53
"M04216";"West";"Commercial";"2026-10-25";668.69;16.08;88;"Faulty";3.25
"M04217";"North";"Residential";"2022-05-01";290.83;24.06;143;"Faulty";7.35
"M04218";"East";"Commercial";"2024-10-01";797.9;31.77;4;"Faulty";4.32
"M04219";"East";"Residential";"2026-03-21";334.3;33.86;299;"Active";3.24
"M04220";"North";"Industrial";"2026-11-06";575.74;44.2;127;"Faulty";3.63
"M04221";"West";"Commercial";"2026-09-21";999.23;36.94;146;"Active";7.78
"M04222";"East";"Industrial";"2026-07-17";711.8;16.31;153;"Active";6.86
"M04223";"North";"Industrial";"2023-06-26";996.93;19.04;238;"Active";3.66
"M04224";"East";"Residential";"2026-08-17";822.94;22.87;103;"Active";5.73
"M04225";"West";"Industrial";"2022-01-09";528.41;27.65;71;"Active";6.86
"M04226";"South";"Residential";"2024-04-25";922.67;45.77;211;"Faulty";4.92
"M04227";"Central";"Commercial";"2025-03-06";667.26;23.85;181;"Faulty";6.51
"M04228";"West";"Commercial";"2024-07-19";562.65;34.44;204;"Active";6.1
"M04229";"East";"Industrial";"2024-10-29";702.48;47.1;154;"Faulty";5.9
"M04230";"Central";"Commercial";"2026-01-17";534.04;15.54;238;"Faulty";7.03
"M04231";"North";"Industrial";"2024-03-24";349.14;12.71;150;"Faulty";7.0
"M04232";"North";"Residential";"2023-04-27";993.68;34.18;178;"Active";4.26
"M04233";"South";"Commercial";"2025-04-01";561.85;8.34;105;"Active";6.02
"M04234";"West";"Residential";"2023-01-15";817.34;13.79;116;"Faulty";4.9
"M04235";"Central";"Residential";"2025-10-20";378.04;5.95;169;"Faulty";7.96
"M04236";"North";"Commercial";"2022-02-10";780.01;22.84;174;"Faulty";7.28
"M04237";"Central";"Industrial";"2025-08-03";434.23;42.79;29;"Active";7.87
"M04238";"North";"Residential";"2026-09-19";296.89;40.83;127;"Active";5.62
"M04239";"East";"Commercial";"2025-03-30";521.87;30.99;195;"Faulty";3.68
"M04240";"Central";"Industrial";"2025-12-29";543.45;22.05;296;"Active";4.36
"M04241";"Central";"Residential";"2023-04-19";324.13;41.7;135;"Active";6.38
"M04242";"East";"Commercial";"2024-11-22";340.74;32.65;185;"Active";6.78
"M04243";"Central";"Industrial";"2024-09-11";609.73;8.03;99;"Active";5.89
"M04244";"West";"Commercial";"2025-02-03";250.5;26.63;243;"Active";3.45
"M04245";"South";"Residential";"2024-12-13";618.86;15.38;59;"Faulty";3.84
"M04246";"West";"Commercial";"2022-04-06";280.96;13.34;245;"Active";6.3
"M04247";"West";"Industrial";"2024-02-24";199.07;38.78;234;"Faulty";6.06
